host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,review_scores_rating,year_host,neighbourhood_cleansed2
within an hour,100,89,FALSE,53,53,TRUE,Toa Payoh,Central Region,1.33013,103.86875,condominium,Entire home/apt,3,2,140,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,52,52,0,0,NA,46,1000,357,1.5,Other,7,32,NA,501,Others
within an hour,100,99,FALSE,8,8,TRUE,River Valley,Central Region,1.29548,103.84097,condominium,Entire home/apt,3,1,350,1,1125,1,1,1125,1125,1,1125,3,33,63,64,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,8,0,0,NA,49,373,27,1,Other,5,34,NA,2726,Others
a few days or more,0,NA,FALSE,0,0,FALSE,Kallang,Central Region,1.32791,103.86317,condominium,Entire home/apt,2,2,100,92,121,92,92,1125,1125,92,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,50,180,NA,1,Other,1,18,NA,1732,Kallang
within a day,60,0,FALSE,0,0,TRUE,Bedok,East Region,1.32183,103.90885,house,Private room,2,1,60,1,365,1,1,1125,1125,1,1125,0,6,9,9,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,40,1000,NA,1,Shared,6,12,NA,2075,Others
within a few hours,98,93,FALSE,10,10,TRUE,Geylang,Central Region,1.31352,103.88622,house,Private room,5,5,60,7,365,7,7,365,365,7,365,21,51,81,356,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,10,8,2,0,NA,27,101,347,1,Private,6,12,NA,3249,Geylang
N/A,NA,NA,FALSE,0,0,TRUE,Rochor,Central Region,1.30602,103.85105,Others,Private room,2,0,224,1,1125,1,1,99,99,1,99,0,28,58,306,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,30,493,145,1,Shared,7,18,NA,126,Rochor
N/A,NA,NA,FALSE,0,0,TRUE,Rochor,Central Region,1.30398,103.85204,Others,Private room,2,1,224,1,1125,1,1,99,99,1,99,0,28,58,306,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,25,493,145,1,Private,7,18,NA,126,Rochor
N/A,NA,NA,FALSE,0,0,TRUE,Rochor,Central Region,1.30406,103.85172,Others,Private room,2,1,247,1,1125,1,1,99,99,1,99,0,28,58,306,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,35,493,145,1,Private,7,19,NA,126,Rochor
N/A,NA,NA,FALSE,0,0,TRUE,Rochor,Central Region,1.30409,103.85172,Others,Private room,2,1,271,1,1125,1,1,99,99,1,99,0,28,58,306,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,33,493,145,1,Private,7,19,NA,126,Rochor
N/A,NA,NA,FALSE,0,0,TRUE,Rochor,Central Region,1.30569,103.85121,Others,Private room,2,1,282,1,1125,1,1,99,99,1,99,0,28,58,306,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,40,493,145,1,Private,7,19,NA,126,Rochor
within a day,50,NA,FALSE,0,0,TRUE,Bukit Merah,Central Region,1.28348,103.83382,Others,Private room,2,NA,530,1,1125,1,1,99,1125,1,101.3,28,58,88,355,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,5,0,5,0,NA,32,450,1539,1,Private,7,13,NA,117,Others
N/A,NA,NA,FALSE,0,0,TRUE,Rochor,Central Region,1.306,103.85075,Others,Private room,2,1,318,1,1125,1,1,99,99,1,99,0,28,58,306,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,0,6,0,NA,36,493,145,1,Private,7,19,NA,126,Rochor
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.29449,103.83723,apartment,Entire home/apt,2,1,220,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,44,1000,645,1,Other,8,33,NA,1276,Others
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.2951,103.83737,apartment,Entire home/apt,2,1,250,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,45,1000,645,1,Other,8,35,NA,1276,Others
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.29651,103.8371,apartment,Entire home/apt,2,1,285,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,41,1000,645,1,Other,8,37,NA,1276,Others
a few days or more,0,NA,FALSE,0,0,TRUE,Bedok,East Region,1.30934,103.91285,apartment,Private room,2,1,40,90,365,90,90,365,365,90,365,12,42,72,347,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,41,690,NA,1,Private,6,20,NA,1950,Others
within an hour,100,100,FALSE,9,9,TRUE,Novena,Central Region,1.32705,103.84571,apartment,Entire home/apt,3,2,171,4,1125,4,4,1125,1125,4,1125,20,50,80,170,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,4,4,0,0,NA,29,1000,902,1,Other,7,19,NA,486,Novena
within a day,50,NA,FALSE,0,0,TRUE,Bukit Merah,Central Region,1.28374,103.83536,Others,Private room,2,0,506,1,1125,1,1,99,1125,1,101.3,28,58,88,362,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,5,0,5,0,NA,39,449,1539,1,Private,7,17,NA,117,Others
within a day,50,NA,FALSE,0,0,TRUE,Bukit Merah,Central Region,1.28535,103.83403,Others,Private room,2,NA,235,1,1125,1,1,99,1125,1,101.3,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,5,0,5,0,NA,34,449,1539,1,Private,7,17,NA,117,Others
within a day,50,NA,FALSE,0,0,TRUE,Outram,Central Region,1.28485,103.8359,Others,Private room,2,1,200,1,1125,1,1,99,99,1,99,20,49,79,354,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,5,0,5,0,NA,31,449,1539,1,Private,7,13,NA,117,Outram
within a day,50,NA,FALSE,0,0,TRUE,Bukit Merah,Central Region,1.28467,103.83431,Others,Private room,2,1,577,1,1125,1,1,99,1125,1,101.3,30,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,5,0,5,0,NA,35,449,1539,1,Private,7,17,NA,117,Others
within an hour,100,75,FALSE,239,239,TRUE,River Valley,Central Region,1.29512,103.83752,apartment,Entire home/apt,4,2,370,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,45,1000,645,2,Other,8,30,NA,1276,Others
within a few hours,91,72,FALSE,23,23,TRUE,Downtown Core,Central Region,1.2728,103.84523,condominium,Private room,2,1,87,30,365,30,30,365,365,30,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,18,0,18,0,NA,49,998,NA,2,Other,7,17,NA,519,Downtown Core
within an hour,93,48,FALSE,0,0,TRUE,Geylang,Central Region,1.31275,103.88706,house,Entire home/apt,6,6,140,28,1125,28,28,1125,1125,28,1125,1,29,59,334,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,29,29,0,0,NA,27,467,258,2,Other,7,23,NA,374,Geylang
within an hour,100,100,FALSE,7,7,TRUE,Novena,Central Region,1.32731,103.84686,apartment,Entire home/apt,3,2,170,4,1125,4,4,1125,1125,4,1125,20,50,80,355,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,4,4,0,0,NA,29,1000,91,1,Other,9,15,NA,969,Novena
within a few hours,100,100,TRUE,1,1,TRUE,Newton,Central Region,1.30826,103.83311,serviced apartment,Entire home/apt,7,4,271,90,1125,90,90,1125,1125,90,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,42,1000,NA,2,Other,6,32,NA,690,Others
within an hour,100,100,FALSE,7,7,TRUE,Novena,Central Region,1.3259,103.84568,condominium,Entire home/apt,3,2,150,14,1125,14,14,1125,1125,14,1125,20,50,80,355,1,1,1,6,6,8,8,8,6,FALSE,4,4,0,0,1,29,1000,91,1,Other,9,18,80,969,Novena
within an hour,100,100,FALSE,7,7,TRUE,Novena,Central Region,1.32746,103.85044,condominium,Entire home/apt,5,3,128,28,1125,28,28,1125,1125,28,1125,30,60,90,180,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,4,4,0,0,NA,42,1000,91,1,Other,9,27,NA,969,Novena
within an hour,91,95,FALSE,58,58,TRUE,River Valley,Central Region,1.29487,103.83927,serviced apartment,Private room,2,1,79,2,1125,1,2,1125,1125,2,1125,1,29,59,334,4,4,2,9,10,10,10,10,8,TRUE,15,11,4,0,1.3,45,997,2,1,Private,4,24,90,2594,Others
within an hour,100,99,FALSE,9,9,TRUE,Geylang,Central Region,1.31256,103.87997,apartment,Entire home/apt,5,2,157,6,1125,6,6,1125,1125,6,1125,16,46,76,166,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,8,5,3,0,NA,47,999,517,2,Other,3,23,NA,1943,Geylang
within an hour,100,99,FALSE,9,9,TRUE,Novena,Central Region,1.32729,103.84337,condominium,Entire home/apt,8,3,166,5,1125,5,5,1125,1125,5,1125,0,0,0,0,1,1,0,8,10,4,6,10,10,FALSE,8,5,3,0,0.48,46,1000,517,2,Other,3,23,60,1943,Novena
within an hour,100,100,FALSE,9,9,TRUE,Novena,Central Region,1.32711,103.8474,apartment,Entire home/apt,3,2,161,14,1125,14,14,1125,1125,14,1125,20,50,80,170,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,4,4,0,0,NA,29,1000,902,1,Other,7,19,NA,486,Novena
within a few hours,100,33,FALSE,48,48,TRUE,Newton,Central Region,1.31473,103.83736,condominium,Entire home/apt,3,2,145,90,1125,90,90,1125,1125,90,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,15,13,2,0,NA,36,397,NA,2,Other,3,8,NA,1200,Others
within a day,100,NA,FALSE,0,0,TRUE,Novena,Central Region,1.32146,103.85162,serviced apartment,Entire home/apt,2,1,218,1,1125,1,2,99,99,1.9,99,29,59,89,338,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,3,3,0,0,NA,46,201,205,1,Other,7,19,NA,117,Novena
within a few hours,100,95,TRUE,25,25,TRUE,River Valley,Central Region,1.30231,103.83229,serviced apartment,Entire home/apt,7,4,666,1,365,1,6,365,365,5.9,365,0,14,35,222,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,43,1000,446,2,Other,9,35,NA,1296,Others
N/A,NA,NA,FALSE,0,0,TRUE,Bukit Merah,Central Region,1.29043,103.80758,condominium,Entire home/apt,3,2,120,90,1125,90,90,1125,1125,90,1125,30,60,90,91,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,29,422,421,2,Other,5,18,NA,2363,Others
within an hour,100,89,FALSE,53,53,TRUE,Kallang,Central Region,1.31456,103.85597,condominium,Entire home/apt,2,1,140,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,52,52,0,0,NA,48,1000,357,1.5,Other,7,29,NA,501,Kallang
within an hour,100,89,FALSE,53,53,TRUE,Kallang,Central Region,1.31446,103.8557,condominium,Entire home/apt,2,1,130,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,52,52,0,0,NA,50,1000,357,1.5,Other,7,29,NA,501,Kallang
within a few hours,80,66,FALSE,10,10,TRUE,Outram,Central Region,1.2829,103.84589,apartment,Entire home/apt,2,1,91,5,1125,5,5,1125,1125,5,1125,19,49,79,354,3,3,0,10,9,10,10,10,10,FALSE,10,9,1,0,0.94,49,1000,411,1,Other,7,24,100,2748,Outram
within a few hours,100,100,FALSE,0,0,FALSE,Orchard,Central Region,1.30064,103.84097,serviced apartment,Entire home/apt,2,1,211,6,1125,6,6,25,1125,6,920.9,30,60,90,344,1,1,0,10,10,10,10,10,10,TRUE,9,9,0,0,0.39,42,1000,446,1,Other,2,33,100,78,Others
within an hour,93,48,FALSE,0,0,TRUE,Geylang,Central Region,1.31142,103.88586,house,Entire home/apt,6,6,150,28,1125,28,28,1125,1125,28,1125,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,29,29,0,0,NA,24,467,258,2,Other,7,23,NA,374,Geylang
within an hour,93,48,FALSE,0,0,TRUE,Kallang,Central Region,1.31474,103.85753,house,Entire home/apt,3,3,80,28,1125,28,28,1125,1125,28,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,29,29,0,0,NA,47,466,258,1,Other,7,24,NA,374,Kallang
a few days or more,20,100,FALSE,2,2,FALSE,Downtown Core,Central Region,1.28415,103.85833,Others,Private room,2,1,405,1,365,1,1,365,365,1,365,29,31,58,58,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,50,668,33,1,Private,3,32,NA,1144,Downtown Core
within an hour,100,60,FALSE,120,120,TRUE,Marine Parade,Central Region,1.30703,103.89905,apartment,Entire home/apt,2,1,130,30,1125,30,30,1125,1125,30,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,26,743,121,1,Other,4,18,NA,707,Others
within a few hours,91,72,FALSE,23,23,TRUE,Downtown Core,Central Region,1.27426,103.84628,apartment,Private room,2,0,88,30,1125,30,30,1125,1125,30,1125,29,59,89,90,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,18,0,18,0,NA,50,708,NA,1,Shared,7,19,NA,519,Downtown Core
within a few hours,100,100,FALSE,0,0,FALSE,Orchard,Central Region,1.30033,103.84245,serviced apartment,Entire home/apt,2,1,305,6,1125,6,6,1125,1125,6,1125,0,14,44,231,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,38,999,446,1,Other,2,33,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,Orchard,Central Region,1.29983,103.84159,serviced apartment,Entire home/apt,5,3,445,6,1125,6,6,1125,1125,6,1125,16,46,76,330,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,32,1000,446,1,Other,2,32,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,River Valley,Central Region,1.29875,103.84104,serviced apartment,Entire home/apt,5,3,417,6,1125,6,6,1125,1125,6,1125,0,14,35,222,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,33,1000,446,1,Other,2,32,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,Museum,Central Region,1.29921,103.84298,serviced apartment,Entire home/apt,5,3,445,6,1125,6,6,1125,1125,6,1125,8,38,59,246,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,37,1000,446,1,Other,2,32,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,Museum,Central Region,1.29906,103.84169,serviced apartment,Entire home/apt,2,1,325,6,1125,6,6,1125,1125,6,1125,8,38,68,255,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,34,1000,446,1,Other,2,33,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,Museum,Central Region,1.29877,103.84308,serviced apartment,Entire home/apt,7,4,586,6,1125,6,6,1125,1125,6,1125,24,54,84,338,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,27,1000,446,2,Other,2,34,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,Orchard,Central Region,1.30043,103.84149,serviced apartment,Entire home/apt,7,4,625,6,1125,6,6,1125,1125,6,1125,8,38,59,246,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,33,1000,446,2,Other,2,33,NA,78,Others
within a few hours,100,100,FALSE,0,0,FALSE,Orchard,Central Region,1.30001,103.84174,serviced apartment,Entire home/apt,7,4,586,6,1125,6,6,1125,1125,6,1125,0,14,35,222,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,37,1000,446,2,Other,2,33,NA,78,Others
within a few hours,90,73,FALSE,8,8,TRUE,Tanglin,Central Region,1.31035,103.80514,condominium,Entire home/apt,4,2,295,3,1125,3,3,1125,1125,3,1125,23,53,83,358,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,8,8,0,0,NA,29,997,NA,3.5,Other,6,19,NA,2051,Others
within a few hours,91,72,FALSE,23,23,TRUE,Downtown Core,Central Region,1.27483,103.84621,apartment,Private room,2,1,87,30,365,30,30,365,365,30,365,27,57,87,88,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,18,0,18,0,NA,46,708,NA,1,Shared,7,19,NA,519,Downtown Core
N/A,NA,NA,FALSE,0,0,FALSE,Bedok,East Region,1.32972,103.92316,apartment,Private room,2,2,700,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,38,1000,NA,1,Shared,2,6,NA,72,Others
within an hour,95,91,FALSE,48,48,TRUE,Kallang,Central Region,1.31602,103.85262,condominium,Entire home/apt,3,1,159,3,1124,1,3,1125,1125,2.9,1125,23,53,83,358,2,2,0,10,10,10,10,10,10,FALSE,48,48,0,0,0.76,43,1000,40,1,Other,7,25,100,361,Kallang
within an hour,95,91,FALSE,48,48,TRUE,Kallang,Central Region,1.31525,103.85336,condominium,Entire home/apt,3,1,147,28,1124,28,28,1125,1125,28,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,48,48,0,0,NA,43,999,40,1,Other,7,25,NA,361,Kallang
within a few hours,91,72,FALSE,23,23,TRUE,Downtown Core,Central Region,1.27322,103.84722,condominium,Private room,2,1,77,30,365,30,30,365,365,30,365,14,44,74,74,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,18,0,18,0,NA,49,723,NA,1,Shared,7,24,NA,519,Downtown Core
within a few hours,100,100,TRUE,25,25,TRUE,Singapore River,Central Region,1.28871,103.8425,serviced apartment,Entire home/apt,3,1,300,6,1125,6,6,1125,1125,6,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,39,1000,398,1,Other,8,37,NA,1292,Others
within an hour,100,99,FALSE,8,8,TRUE,Bukit Merah,Central Region,1.2851,103.82833,condominium,Entire home/apt,2,1,91,1,1125,1,1,1125,1125,1,1125,2,14,44,45,1,1,0,2,10,10,4,10,2,TRUE,8,8,0,0,0.41,43,476,27,1,Other,5,29,20,2726,Others
within a few hours,100,100,TRUE,25,25,TRUE,Singapore River,Central Region,1.28798,103.84392,serviced apartment,Entire home/apt,7,4,530,1,365,1,6,365,365,5.9,365,0,14,35,243,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,35,1000,398,2,Other,8,38,NA,1292,Others
within a few hours,100,100,TRUE,25,25,TRUE,Singapore River,Central Region,1.28722,103.84434,serviced apartment,Entire home/apt,7,4,565,1,365,1,6,365,365,5.9,365,8,38,59,267,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,9,9,0,0,NA,35,1000,398,2,Other,8,37,NA,1292,Others
within an hour,100,60,FALSE,120,120,TRUE,Bukit Merah,Central Region,1.28985,103.80698,apartment,Entire home/apt,3,2,230,6,1125,6,6,1125,1125,6,1125,26,56,86,361,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,33,701,121,1,Other,4,14,NA,707,Others
N/A,NA,NA,FALSE,0,0,TRUE,Hougang,Others,1.37481,103.88031,serviced apartment,Entire home/apt,4,3,460,6,1125,6,6,1125,1125,6,1125,0,0,0,250,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,42,999,NA,2,Other,7,36,NA,67,Others
N/A,NA,NA,FALSE,0,0,TRUE,Hougang,Others,1.37685,103.88038,serviced apartment,Entire home/apt,4,3,368,6,1125,6,6,1125,1125,6,1125,0,0,0,250,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,41,999,NA,2,Other,7,36,NA,67,Others
N/A,NA,NA,FALSE,0,0,TRUE,Hougang,Others,1.37535,103.87966,serviced apartment,Entire home/apt,4,3,346,6,1125,6,6,1125,1125,6,1125,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,43,999,NA,2,Other,7,36,NA,67,Others
within an hour,100,96,TRUE,266,266,TRUE,Jurong East,West Region,1.3358,103.74241,condominium,Entire home/apt,2,1,117,14,1125,14,14,1125,1125,14,1125,17,17,17,17,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,48,1000,589,1,Other,5,29,NA,1728,Others
within an hour,100,96,TRUE,266,266,TRUE,Jurong East,West Region,1.33554,103.7431,condominium,Entire home/apt,4,0,169,60,1125,60,60,1125,1125,60,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,41,1000,589,2,Other,5,30,NA,1728,Others
within an hour,98,95,FALSE,53,53,TRUE,Kallang,Central Region,1.31605,103.85488,condominium,Entire home/apt,3,2,152,3,1124,1,3,1125,1125,2.8,1125,23,53,83,358,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,49,49,0,0,NA,49,1000,454,1.5,Other,6,30,NA,2084,Kallang
within an hour,100,96,TRUE,266,266,TRUE,Marine Parade,Central Region,1.30527,103.89793,condominium,Entire home/apt,2,0,106,60,1125,60,60,1125,1125,60,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,48,999,589,1,Other,5,25,NA,1728,Others
within an hour,98,95,FALSE,53,53,TRUE,Kallang,Central Region,1.31605,103.85396,condominium,Entire home/apt,3,2,144,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,46,1000,454,1.5,Other,6,30,NA,2084,Kallang
within an hour,98,95,FALSE,53,53,TRUE,Kallang,Central Region,1.31532,103.85438,condominium,Entire home/apt,3,2,134,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,47,1000,454,1.5,Other,6,30,NA,2084,Kallang
within an hour,100,96,TRUE,266,266,TRUE,Toa Payoh,Central Region,1.33156,103.86767,condominium,Entire home/apt,2,0,120,30,1125,30,30,1125,1125,30,1125,5,35,65,340,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,47,1000,589,1,Other,5,30,NA,1728,Others
within an hour,100,96,TRUE,266,266,TRUE,Toa Payoh,Central Region,1.33204,103.86919,condominium,Entire home/apt,2,0,120,60,1125,60,60,1125,1125,60,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,49,999,589,1,Other,5,28,NA,1728,Others
within an hour,100,96,TRUE,266,266,TRUE,Bishan,Central Region,1.3469,103.85389,condominium,Entire home/apt,3,0,143,30,1125,30,30,1125,1125,30,1125,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,123,123,0,0,NA,45,1000,589,2,Other,5,29,NA,1728,Others
N/A,NA,NA,FALSE,0,0,TRUE,Hougang,Others,1.37485,103.87906,serviced apartment,Entire home/apt,6,4,535,6,1125,6,6,1125,1125,6,1125,0,0,11,261,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,45,1000,NA,2,Other,7,35,NA,67,Others
N/A,NA,NA,FALSE,0,0,TRUE,Hougang,Others,1.37497,103.88011,serviced apartment,Entire home/apt,6,4,428,6,1125,6,6,1125,1125,6,1125,0,0,11,261,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,43,1000,NA,2,Other,7,35,NA,67,Others
within a few hours,100,33,FALSE,48,48,TRUE,Downtown Core,Central Region,1.28048,103.85243,condominium,Entire home/apt,2,2,185,90,1125,90,90,1125,1125,90,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,15,13,2,0,NA,35,444,NA,2,Other,3,10,NA,1200,Downtown Core
within an hour,100,75,TRUE,51,51,TRUE,Outram,Central Region,1.28455,103.84519,apartment,Entire home/apt,2,1,87,28,1125,28,28,1125,1125,28,1125,4,34,64,65,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,30,30,0,0,NA,34,995,NA,1,Other,5,17,NA,2241,Outram
within an hour,100,100,FALSE,4,4,TRUE,Bedok,East Region,1.33253,103.94156,condominium,Private room,1,1,50,7,1125,7,7,1125,1125,7,1125,0,29,59,59,1,1,1,10,10,10,10,10,10,FALSE,1,0,1,0,1,45,990,NA,1.5,Other,8,35,100,1444,Others
N/A,NA,NA,FALSE,0,0,TRUE,Hougang,Others,1.3769,103.88056,serviced apartment,Entire home/apt,6,4,401,6,1125,6,6,1125,1125,6,1125,0,0,11,261,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,43,1000,NA,2,Other,7,34,NA,67,Others
a few days or more,43,NA,FALSE,0,0,FALSE,Bukit Timah,Central Region,1.34819,103.77065,condominium,Private room,2,1,55,90,1125,90,90,1125,1125,90,1125,30,60,90,246,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,2,0,2,0,NA,50,523,NA,1,Private,4,13,NA,1882,Others
a few days or more,43,NA,FALSE,0,0,FALSE,Bukit Panjang,West Region,1.34866,103.77094,condominium,Private room,1,NA,37,90,1125,90,90,1125,1125,90,1125,30,60,90,246,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,2,0,2,0,NA,40,681,NA,1,Shared,4,14,NA,1882,Others
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31088,103.8616,apartment,Private room,1,1,29,18,1125,18,18,1125,1125,18,1125,18,48,78,353,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,136,2,134,0,NA,49,1000,70,2,Shared,5,28,NA,3149,Kallang
within an hour,100,99,TRUE,0,0,TRUE,Downtown Core,Central Region,1.29644,103.85627,Others,Private room,2,1,59,1,365,1,1,1,1,1,1,29,59,89,364,3,3,0,10,10,10,9,10,9,TRUE,2,0,2,0,1.18,50,1000,NA,1,Private,2,12,100,245,Downtown Core
within an hour,100,99,TRUE,6,6,TRUE,Downtown Core,Central Region,1.29811,103.85543,Others,Private room,2,1,54,1,365,1,1,1,1,1,1,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,5,0,5,0,NA,50,1000,142,1,Private,7,13,NA,710,Downtown Core
within an hour,100,99,FALSE,0,0,TRUE,Downtown Core,Central Region,1.29815,103.85693,Others,Private room,2,1,56,1,365,1,1,1,1,1,1,0,0,0,0,2,2,0,8,10,9,9,9,8,TRUE,2,0,2,0,0.82,50,1000,NA,1,Private,2,12,100,245,Downtown Core
