host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,review_scores_rating,year_host,neighbourhood_cleansed2
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32281,103.85569,condominium,Entire home/apt,4,2,145,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,47,1000,294,1.5,Other,6,30,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32447,103.85597,condominium,Entire home/apt,4,3,163,3,1124,3,3,1125,1125,3,1125,22,52,82,357,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,44,1000,294,1.5,Other,6,30,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32299,103.85549,condominium,Entire home/apt,5,3,155,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,44,1000,294,1.5,Other,6,30,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32548,103.85473,condominium,Entire home/apt,5,3,145,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,50,1000,294,1.5,Other,6,30,NA,492,Novena
within an hour,100,60,FALSE,120,120,TRUE,Outram,Central Region,1.28297,103.84525,apartment,Entire home/apt,2,1,145,27,1125,27,27,1125,1125,27,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,42,748,121,1,Other,4,8,NA,707,Outram
within an hour,93,100,FALSE,56,56,TRUE,Kallang,Central Region,1.31109,103.86137,apartment,Private room,1,1,27,18,1125,18,18,1125,1125,18,1125,18,48,78,353,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,68,1,67,0,NA,46,1000,111,3,Shared,7,28,NA,904,Kallang
within an hour,100,89,FALSE,53,53,TRUE,Novena,Central Region,1.32376,103.85563,condominium,Entire home/apt,4,3,165,3,1124,1,3,1125,1125,2.8,1125,22,52,82,357,1,1,0,10,10,10,10,10,8,FALSE,52,52,0,0,0.36,45,999,357,1.5,Other,7,33,100,501,Novena
within an hour,100,75,FALSE,239,239,TRUE,Geylang,Central Region,1.31607,103.88575,apartment,Private room,1,1,95,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,149,129,19,1,NA,50,999,645,1,Private,8,25,NA,1276,Geylang
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32304,103.85296,condominium,Entire home/apt,3,1,153,3,1124,3,3,1124,1124,3,1124,25,55,85,360,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,34,1000,294,1.5,Other,6,28,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32099,103.85378,condominium,Entire home/apt,3,1,145,7,1124,7,7,1124,1124,7,1124,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,43,1000,294,1.5,Other,6,28,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32328,103.85437,condominium,Entire home/apt,3,1,135,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,45,1000,294,1.5,Other,6,28,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32076,103.85349,condominium,Entire home/apt,3,2,149,3,1124,3,3,1125,1125,3,1125,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,48,1000,294,1.5,Other,6,28,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32205,103.85385,condominium,Entire home/apt,3,2,141,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,45,1000,294,1.5,Other,6,28,NA,492,Novena
a few days or more,48,55,FALSE,37,37,TRUE,Novena,Central Region,1.32194,103.85305,condominium,Entire home/apt,3,2,131,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,37,37,0,0,NA,42,1000,294,1.5,Other,6,28,NA,492,Novena
within an hour,93,100,FALSE,56,56,TRUE,Kallang,Central Region,1.31202,103.86154,apartment,Private room,1,1,25,18,1125,18,18,1125,1125,18,1125,26,56,86,361,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,68,1,67,0,NA,46,907,111,3,Shared,7,28,NA,904,Kallang
within an hour,100,60,FALSE,120,120,TRUE,Jurong East,West Region,1.33636,103.74238,apartment,Entire home/apt,2,1,165,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,35,999,121,1,Other,4,17,NA,707,Others
a few days or more,10,23,FALSE,12,12,TRUE,Geylang,Central Region,1.31338,103.90076,Others,Private room,2,1,128,28,1125,28,28,1125,1125,28,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,10,0,10,0,NA,37,1000,597,1.5,Shared,6,26,NA,2125,Geylang
a few days or more,10,23,FALSE,12,12,TRUE,Geylang,Central Region,1.31332,103.90215,Others,Private room,1,1,82,28,1125,28,28,1125,1125,28,1125,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,10,0,10,0,NA,34,1000,597,1.5,Shared,6,26,NA,2125,Geylang
within an hour,98,95,FALSE,53,53,TRUE,Toa Payoh,Central Region,1.33073,103.86662,condominium,Entire home/apt,3,1,152,3,1124,1,3,1125,1125,2.8,1125,10,40,70,345,2,2,0,7,8,10,10,10,7,TRUE,49,49,0,0,1.82,42,1000,454,1.5,Other,6,32,90,2084,Others
within an hour,98,95,FALSE,53,53,TRUE,Toa Payoh,Central Region,1.32953,103.86742,condominium,Entire home/apt,3,1,144,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,44,1000,454,1.5,Other,6,31,NA,2084,Others
within an hour,98,95,FALSE,53,53,TRUE,Toa Payoh,Central Region,1.33075,103.86829,condominium,Entire home/apt,3,1,134,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,50,1000,454,1.5,Other,6,31,NA,2084,Others
within an hour,100,100,FALSE,0,0,TRUE,Clementi,West Region,1.30808,103.76798,condominium,Private room,1,NA,44,7,1125,7,7,1125,1125,7,1125,0,0,28,28,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,47,395,47,1,Private,6,11,NA,1777,Others
within a few hours,100,100,FALSE,1,1,FALSE,Toa Payoh,Central Region,1.3411,103.84054,condominium,Private room,1,NA,45,1,1125,1,1,1125,1125,1,1125,23,53,83,358,1,1,1,6,8,8,8,8,8,TRUE,3,0,3,0,1,47,982,NA,1,Shared,2,13,80,1684,Others
a few days or more,22,100,FALSE,4,4,FALSE,Outram,Central Region,1.28341,103.8465,serviced apartment,Entire home/apt,2,0,110,7,1125,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA,46,421,NA,1,Other,3,12,NA,794,Outram
N/A,NA,NA,FALSE,NA,NA,FALSE,Bukit Merah,Central Region,1.28374,103.83209,apartment,Entire home/apt,2,1,250,90,1125,90,90,1125,1125,90,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,6,6,0,0,NA,33,375,NA,1,Other,1,17,NA,NA,Others
within an hour,100,60,FALSE,120,120,TRUE,Novena,Central Region,1.32833,103.85127,apartment,Entire home/apt,4,2,175,30,1125,30,30,1125,1125,30,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,41,698,121,1,Other,4,20,NA,707,Novena
within an hour,100,60,FALSE,120,120,TRUE,Bishan,Central Region,1.35195,103.85059,apartment,Entire home/apt,3,2,210,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,50,553,121,1,Other,4,21,NA,707,Others
within an hour,100,60,FALSE,120,120,TRUE,Novena,Central Region,1.31677,103.84111,apartment,Entire home/apt,2,1,190,6,1125,6,6,1125,1125,6,1125,29,59,89,364,1,1,0,8,8,8,8,8,8,FALSE,113,113,0,0,0.52,27,587,121,1,Other,4,19,80,707,Novena
within a few hours,91,72,FALSE,23,23,TRUE,Downtown Core,Central Region,1.2741,103.8462,apartment,Private room,2,1,75,30,1125,30,30,1125,1125,30,1125,30,60,90,198,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,18,0,18,0,NA,49,1000,NA,1,Shared,7,25,NA,519,Downtown Core
within an hour,100,60,FALSE,120,120,TRUE,Downtown Core,Central Region,1.27427,103.84447,apartment,Entire home/apt,2,1,190,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,47,774,121,1,Other,4,19,NA,707,Downtown Core
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.32389,103.8533,condominium,Entire home/apt,4,3,158,3,1124,3,3,1124,1124,3,1124,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,49,1000,454,1.5,Other,6,30,NA,2084,Novena
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.32432,103.85388,condominium,Entire home/apt,4,3,148,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,43,1000,454,1.5,Other,6,30,NA,2084,Novena
within an hour,98,95,FALSE,53,53,TRUE,Rochor,Central Region,1.31063,103.85379,condominium,Entire home/apt,3,1,153,3,1124,1,3,1125,1125,2.8,1125,30,60,90,365,1,1,0,10,8,10,10,10,8,TRUE,49,49,0,0,0.31,42,1000,454,1.5,Other,6,31,100,2084,Rochor
within an hour,98,95,FALSE,53,53,TRUE,Rochor,Central Region,1.31143,103.85253,condominium,Entire home/apt,3,1,145,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,43,1000,454,1.5,Other,6,31,NA,2084,Rochor
within an hour,98,95,FALSE,53,53,TRUE,Rochor,Central Region,1.31174,103.85248,condominium,Entire home/apt,3,2,135,28,1124,28,28,1124,1124,28,1124,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,33,1000,454,1,Other,6,31,NA,2084,Rochor
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.32552,103.85369,condominium,Entire home/apt,4,3,166,3,1124,1,3,1125,1125,2.8,1125,25,55,85,360,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,49,49,0,0,NA,46,1000,454,1.5,Other,6,31,NA,2084,Novena
a few days or more,10,23,FALSE,12,12,TRUE,Geylang,Central Region,1.31196,103.90059,Others,Private room,1,0,77,28,1125,28,28,1125,1125,28,1125,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,10,0,10,0,NA,36,1000,597,2,Shared,6,25,NA,2125,Geylang
a few days or more,10,23,FALSE,12,12,TRUE,Geylang,Central Region,1.31365,103.90159,Others,Private room,1,NA,77,28,1125,28,28,1125,1125,28,1125,29,59,89,89,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,10,0,10,0,NA,34,999,597,2,Shared,6,25,NA,2125,Geylang
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.32358,103.85386,condominium,Entire home/apt,4,2,163,3,1124,1,3,1125,1125,2.8,1125,19,49,79,354,4,4,0,10,10,10,9,10,9,TRUE,49,49,0,0,1.17,44,1000,454,1.5,Other,6,30,100,2084,Novena
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.32561,103.85302,condominium,Entire home/apt,4,2,155,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,46,1000,454,1.5,Other,6,30,NA,2084,Novena
within an hour,98,95,FALSE,53,53,TRUE,Novena,Central Region,1.3236,103.85489,condominium,Entire home/apt,4,2,147,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,49,49,0,0,NA,43,1000,454,1.5,Other,6,30,NA,2084,Novena
within a day,100,NA,FALSE,1,1,TRUE,Bukit Merah,Central Region,1.27506,103.83671,condominium,Entire home/apt,3,2,133,90,210,90,90,210,210,90,210,28,58,88,179,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,43,1000,437,2,Other,7,17,NA,1262,Others
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30582,103.8553,hostel,Others,3,3,90,1,365,1,1,365,365,1,365,24,54,84,359,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,0,0,8,NA,28,947,NA,1,Shared,8,10,NA,142,Rochor
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30696,103.85524,hostel,Others,2,2,60,1,365,1,1,365,365,1,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,0,0,8,NA,28,947,NA,1,Shared,8,10,NA,142,Rochor
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30604,103.85744,hostel,Others,1,1,41,1,365,1,1,365,365,1,365,30,60,90,365,1,1,0,10,8,8,10,10,10,TRUE,8,0,0,8,0.38,27,947,NA,1,Shared,8,10,100,142,Rochor
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30698,103.85566,hostel,Others,4,4,120,1,365,1,1,365,365,1,365,0,27,57,332,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,0,0,8,NA,34,947,NA,1,Shared,8,10,NA,142,Rochor
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30639,103.85666,hostel,Others,3,3,90,1,365,1,1,365,365,1,365,0,27,57,332,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,0,0,8,NA,34,947,NA,1,Shared,8,10,NA,142,Rochor
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30778,103.85678,hostel,Others,1,1,41,1,365,1,1,365,365,1,365,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,0,0,8,NA,34,947,NA,1,Shared,8,10,NA,142,Rochor
within a few hours,75,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30709,103.85544,hostel,Others,2,2,60,1,365,1,1,365,365,1,365,0,27,57,332,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,8,0,0,8,NA,35,947,NA,1,Shared,8,10,NA,142,Rochor
within an hour,95,91,FALSE,48,48,TRUE,Rochor,Central Region,1.31232,103.85438,condominium,Entire home/apt,3,1,153,3,1124,1,3,1125,1125,2.9,1125,30,60,90,365,2,2,0,10,8,10,10,10,9,FALSE,48,48,0,0,0.63,26,1000,40,1.5,Other,7,32,90,361,Rochor
within an hour,95,91,FALSE,48,48,TRUE,Rochor,Central Region,1.31079,103.85375,condominium,Entire home/apt,3,1,143,7,1124,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,48,48,0,0,NA,31,1000,40,1.5,Other,7,32,NA,361,Rochor
within an hour,95,91,FALSE,48,48,TRUE,Kallang,Central Region,1.31174,103.85209,condominium,Entire home/apt,3,0,133,28,1124,28,28,1125,1125,28,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,48,48,0,0,NA,33,1000,40,1.5,Other,7,32,NA,361,Kallang
within an hour,95,91,FALSE,48,48,TRUE,Toa Payoh,Central Region,1.32954,103.86815,condominium,Entire home/apt,3,1,160,3,1124,1,3,1125,1125,2.9,1125,10,40,70,345,3,3,1,10,9,9,9,9,9,FALSE,48,48,0,0,1.2,29,1000,40,1.5,Other,7,32,87,361,Others
within an hour,95,91,FALSE,48,48,TRUE,Toa Payoh,Central Region,1.33158,103.86647,condominium,Entire home/apt,3,1,140,7,1124,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,48,48,0,0,NA,25,1000,40,1.5,Other,7,32,NA,361,Others
within an hour,100,60,FALSE,120,120,TRUE,Bishan,Central Region,1.35351,103.85208,apartment,Entire home/apt,4,1,210,90,1125,90,90,1125,1125,90,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,47,1000,121,1,Other,4,18,NA,707,Others
within an hour,95,91,FALSE,48,48,TRUE,Toa Payoh,Central Region,1.3313,103.86795,condominium,Entire home/apt,3,1,130,28,1124,28,28,1125,1125,28,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,48,48,0,0,NA,26,1000,40,1.5,Other,7,32,NA,361,Others
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32365,103.85435,condominium,Entire home/apt,4,2,157,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,37,1000,212,1.5,Other,6,31,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.325,103.85364,condominium,Entire home/apt,4,2,145,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,49,1000,212,1.5,Other,6,30,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32398,103.85349,condominium,Entire home/apt,4,2,165,3,1124,1,3,1125,1125,2.8,1125,22,52,82,357,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,39,1000,212,1.5,Other,6,32,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32531,103.85461,condominium,Entire home/apt,4,2,159,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,44,1000,212,1.5,Other,6,31,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32429,103.85342,condominium,Entire home/apt,4,2,147,28,1124,28,28,1124,1124,28,1124,17,47,77,352,1,1,0,10,10,10,10,10,6,FALSE,22,22,0,0,0.37,47,1000,212,1.5,Other,6,31,100,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32509,103.85325,condominium,Entire home/apt,3,2,149,3,1124,1,3,1125,1125,2.8,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,44,999,212,1.5,Other,6,29,NA,193,Novena
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30577,103.83687,serviced apartment,Entire home/apt,2,1,190,6,1125,1,6,14,2147483647,5,408119144.1,14,44,74,226,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,7,4,0,0,NA,40,1000,93,1,Other,3,16,NA,1397,Others
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32556,103.85374,condominium,Entire home/apt,3,2,143,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,45,999,212,1.5,Other,6,32,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32559,103.85487,condominium,Entire home/apt,3,2,135,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,50,999,212,1.5,Other,6,28,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32135,103.85341,condominium,Entire home/apt,3,1,148,3,1124,1,3,1125,1125,2.8,1125,23,53,83,358,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,44,1000,212,1.5,Other,6,27,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32387,103.85437,condominium,Entire home/apt,3,1,142,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,41,1000,212,1.5,Other,6,26,NA,193,Novena
within an hour,89,83,FALSE,34,34,TRUE,Novena,Central Region,1.32521,103.85487,condominium,Entire home/apt,3,1,135,28,1124,28,28,1124,1124,28,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,22,22,0,0,NA,43,1000,212,1.5,Other,6,27,NA,193,Novena
N/A,NA,NA,FALSE,1,1,TRUE,Geylang,Central Region,1.31609,103.8847,condominium,Private room,1,1,53,30,1125,30,30,1125,1125,30,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,44,517,NA,1,Shared,6,23,NA,101,Geylang
within an hour,90,99,FALSE,2,2,TRUE,Kallang,Central Region,1.31201,103.86203,Others,Private room,2,1,101,1,365,1,1,365,365,1,365,30,60,90,365,11,11,5,7,8,9,8,8,8,TRUE,5,0,5,0,6.11,39,1000,NA,1.5,Other,7,18,73,100,Kallang
within a day,50,NA,FALSE,0,0,TRUE,Outram,Central Region,1.27675,103.84199,apartment,Private room,2,NA,85,3,365,3,3,1125,1125,3,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,4,0,4,0,NA,30,240,NA,1,Shared,4,6,NA,2659,Outram
within an hour,90,99,FALSE,2,2,TRUE,Kallang,Central Region,1.31293,103.85998,Others,Private room,2,2,101,1,365,1,1,365,365,1,365,30,60,90,365,1,1,1,8,8,8,10,10,10,TRUE,5,0,5,0,1,37,1000,NA,1.5,Other,7,19,100,100,Kallang
within an hour,100,60,FALSE,120,120,TRUE,Bukit Merah,Central Region,1.27508,103.83301,apartment,Entire home/apt,3,2,190,3,1125,3,3,1125,1125,3,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,42,705,121,1,Other,4,14,NA,707,Others
a few days or more,40,94,FALSE,31,31,FALSE,Downtown Core,Central Region,1.28967,103.85903,apartment,Entire home/apt,2,1,400,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,11,1,3,0,NA,44,999,NA,1,Other,5,13,NA,484,Downtown Core
a few days or more,22,100,FALSE,4,4,FALSE,Outram,Central Region,1.28357,103.84491,apartment,Entire home/apt,4,2,170,7,1125,7,7,1125,1125,7,1125,29,59,89,90,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA,48,426,NA,2,Other,3,10,NA,794,Outram
within an hour,100,96,TRUE,266,266,TRUE,Marine Parade,Central Region,1.30728,103.89814,condominium,Entire home/apt,2,1,102,30,1125,30,30,1125,1125,30,1125,0,13,43,318,1,1,0,10,10,10,10,10,10,TRUE,123,123,0,0,0.68,48,999,589,1,Other,5,24,100,1728,Others
within a day,50,100,FALSE,1,1,FALSE,Bukit Timah,Central Region,1.32552,103.81112,condominium,Private room,2,1,45,15,365,15,15,1125,1125,15,1125,0,28,58,333,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,42,300,31,1,Other,3,25,NA,1512,Others
within a few hours,100,33,FALSE,48,48,TRUE,Novena,Central Region,1.31615,103.83765,condominium,Entire home/apt,2,2,135,90,1125,90,90,1125,1125,90,1125,0,15,45,320,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,15,13,2,0,NA,36,452,NA,2,Other,3,13,NA,1200,Novena
within a few hours,100,33,FALSE,48,48,TRUE,Bukit Merah,Central Region,1.28274,103.82961,apartment,Entire home/apt,3,2,130,90,1125,90,90,1125,1125,90,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,15,13,2,0,NA,44,465,NA,1,Other,3,9,NA,1200,Others
within an hour,93,100,FALSE,56,56,TRUE,Outram,Central Region,1.28479,103.84374,apartment,Private room,1,1,69,18,365,18,18,365,365,18,365,30,60,90,365,1,1,0,10,10,10,10,10,10,FALSE,68,1,67,0,0.26,48,1000,111,1,Shared,7,30,100,904,Outram
within a few hours,100,33,FALSE,48,48,TRUE,Kallang,Central Region,1.31245,103.86026,condominium,Entire home/apt,4,0,180,90,1125,90,90,1125,1125,90,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,15,13,2,0,NA,44,465,NA,2,Other,3,13,NA,1200,Kallang
N/A,NA,NA,FALSE,0,0,TRUE,Novena,Central Region,1.31996,103.85065,apartment,Private room,1,NA,40,60,100,60,60,1125,1125,60,1125,0,0,10,285,0,0,0,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,41,409,NA,1,Shared,6,12,NA,1248,Novena
within a few hours,100,98,FALSE,75,75,TRUE,Kallang,Central Region,1.31191,103.86307,apartment,Private room,1,1,59,1,1125,1,1,1125,1125,1,1125,25,55,85,360,1,1,0,8,8,10,10,10,8,FALSE,108,2,106,0,0.26,46,674,84,3,Shared,7,28,100,2660,Kallang
within a few hours,100,33,FALSE,48,48,TRUE,Bukit Merah,Central Region,1.28485,103.83335,condominium,Entire home/apt,5,4,219,90,1125,90,90,1125,1125,90,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,15,13,2,0,NA,50,392,NA,2,Other,3,12,NA,1200,Others
within an hour,100,60,FALSE,120,120,TRUE,Novena,Central Region,1.31877,103.84581,apartment,Entire home/apt,3,2,250,6,1125,6,6,1125,1125,6,1125,29,59,89,364,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,113,113,0,0,NA,44,676,121,1,Other,4,18,NA,707,Novena
within an hour,100,NA,FALSE,0,0,TRUE,Downtown Core,Central Region,1.27412,103.84486,condominium,Entire home/apt,3,1,110,90,1125,90,90,1125,1125,90,1125,0,27,57,332,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,41,351,NA,1,Other,5,21,NA,2067,Downtown Core
within an hour,100,89,FALSE,53,53,TRUE,Toa Payoh,Central Region,1.3298,103.86771,condominium,Entire home/apt,3,2,153,3,1124,1,3,1125,1125,2.8,1125,10,40,70,345,2,2,0,9,9,9,10,9,9,FALSE,52,52,0,0,0.77,41,1000,357,1.5,Other,7,32,100,501,Others
within an hour,100,89,FALSE,53,53,TRUE,Toa Payoh,Central Region,1.32985,103.86665,condominium,Entire home/apt,3,2,147,7,1124,7,7,1124,1124,7,1124,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,FALSE,52,52,0,0,NA,44,1000,357,1.5,Other,7,32,NA,501,Others
